SAL_ID,Biomarker_Name,Biomarker_Type,Sampling_Method,Collection_Method,Analysis_Method,Collection_site,Disease_Category,Disease_name,Disease_subtype,Fold_Change,Regulation,Exosomal/Non-exosomal,Organism,PMID,Year_of_Publication,ID,Biomarker,Sequence
SAL_21394,Prevotella baroniae,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,305719,Microbe,NZ_AUFQ00000000.1
SAL_21395,Psychrobacter celer,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,306572,Microbe,NZ_CAJGYU000000000.1
SAL_21396,Chryseobacterium vrystaatense,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,307480,Microbe,NZ_JPRI00000000.1
SAL_21397,Dialister propionicifaciens,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,308994,Microbe,NR_043231.1
SAL_21398,Dialister micraerophilus,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,309120,Microbe,NZ_AENT00000000.1
SAL_21399,Deinococcus hopiensis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,309885,Microbe,NZ_FWWU00000000.1
SAL_21400,Sphingomonas yunnanensis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,310400,Microbe,NZ_JAIOKB000000000.1
SAL_21401,Pasteurella mairii,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,310966,Microbe,NR_118746.1
SAL_21402,Denitratisoma oestradiolicum,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,311182,Microbe,NZ_NCXS00000000.1
SAL_21403,Burkholderia terrae,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,311230,Microbe,NZ_AP025261.1
SAL_21404,Chryseobacterium soldanellicola,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,311333,Microbe,NZ_FNKL00000000.1
SAL_21405,Clostridium ganghwense,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,312089,Microbe,NR_043266.1
SAL_21406,Pseudoxanthomonas suwonensis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,314722,Microbe,NZ_PDWP00000000.1
SAL_21407,Syntrophus aciditrophicus,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,316277,Microbe,NR_103019.1
SAL_21408,Quadrisphaera granulorum,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,317664,Microbe,NZ_QGDQ00000000.1
SAL_21409,Janibacter anophelis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,319054,Microbe,NZ_BCSQ00000000.1
SAL_21410,Enterococcus devriesei,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,319970,Microbe,NZ_JXKM00000000.1
SAL_21411,Photobacterium ganghwense,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,320778,Microbe,NZ_PYMI00000000.1
SAL_21412,Kocuria himachalensis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,322508,Microbe,NR_043323.1
SAL_21413,Pontibacter actiniarum,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,323450,Microbe,NZ_CP021236.1
SAL_21414,Enterococcus aquimarinus,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,328396,Microbe,NZ_JXKD00000000.1
SAL_21415,Lachnospiraceae oral,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,329065,Microbe,AB213385.1
SAL_21416,Bacteroides intestinalis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,329854,Microbe,NZ_SPGP00000000.1
SAL_21417,Cohnella thermotolerans,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,329858,Microbe,NZ_AUCP00000000.1
SAL_21418,Psychrobacter cryohalolentis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,330922,Microbe,NZ_CP022043.2
SAL_21419,Kocuria aegyptia,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,330943,Microbe,NR_043511.1
SAL_21420,Clostridium drakei,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,332101,Microbe,NZ_CP020953.1
SAL_21421,Enterococcus termitis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,332950,Microbe,NZ_MIJY00000000.1
SAL_21422,TM7 genera incertae sedis uncultured,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,333116,Microbe,OF260899.1
SAL_21423,Chryseobacterium piscium,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,333702,Microbe,NZ_QNVS00000000.1
SAL_21424,Olavius crassitunicatus,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,334748,Microbe,DQ058668.1
SAL_21425,Thermovirga lienii,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,336261,Microbe,NC_016148.1
SAL_21426,Pedobacter roseus,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,336820,Microbe,NZ_CP060723.1
SAL_21427,Candidatus Peptoniphilus,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,337315,Microbe,EU526292.1
SAL_21428,Bacteroides finegoldii,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,338188,Microbe,NZ_JH951906.1
SAL_21429,Candidatus Contubernalis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,338648,Microbe,NZ_CP054699.1
SAL_21430,Prevotella zoogleoformans,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,340486,Microbe,NZ_HE999544.1
SAL_21431,Prevotella heparinolytica,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,340486,Microbe,NZ_HE999544.1
SAL_21432,Candidatus Prevotella,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,340486,Microbe,NZ_HE999544.1
SAL_21433,Herbaspirillum hiltneri,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,341045,Microbe,NZ_CP011409.1
SAL_21434,Peptostreptococcus stomatis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,341694,Microbe,NZ_ADGQ00000000.1
SAL_21435,Gracilibacter thermotolerans,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,342666,Microbe,NR_115693.1
SAL_21436,Variovorax dokdonensis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,344883,Microbe,NR_043615.1
SAL_21437,Herminiimonas aquatilis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,345342,Microbe,NR_042431.1
SAL_21438,Megasphaera sueciensis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,349094,Microbe,NR_113309.1
SAL_21439,Megasphaera paucivorans,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,349095,Microbe,NZ_FNHQ00000000.1
SAL_21440,Pectinatus haikarae,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,349096,Microbe,NZ_WIQM00000000.1
SAL_21441,Brooklawnia cerclae,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,349934,Microbe,NZ_JAAMOZ000000000.1
SAL_21442,Clostridium schirmacherense,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,351628,Microbe,NR_042448.1
SAL_21443,Pseudochrobactrum asaccharolyticum,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,354351,Microbe,NZ_QNRH00000000.1
SAL_21444,Niastella koreensis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,354356,Microbe,NC_016609.1
SAL_21445,Chryseobacterium wanjuense,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,356305,Microbe,NZ_FOIU00000000.1
SAL_21446,Sporomusa rhizae,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,357999,Microbe,NR_042457.1
SAL_21447,Chryseobacterium hispanicum,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,358687,Microbe,NZ_QNUG00000000.1
SAL_21448,Clostridium aldenense,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,358742,Microbe,NR_043680.1
SAL_21449,Clostridium citroniae,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,358743,Microbe,NZ_JADMXC000000000.1
SAL_21450,Shewanella loihica,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,359303,Microbe,NC_009092.1
SAL_21451,Chryseobacterium taiwanense,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,363331,Microbe,NZ_JWTA00000000.1
SAL_21452,Dyadobacter ginsengisoli,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,363850,Microbe,NR_041372.1
SAL_21453,Sulfurivirga caldicularium,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,364031,Microbe,NZ_FSRE00000000.1
SAL_21454,Azohydromonas australica,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,364039,Microbe,NZ_AUMO00000000.1
SAL_21455,Belnapia moabensis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,365533,Microbe,NZ_JQKB00000000.1
SAL_21456,Pseudanabaena sp. 0tu30s18,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,380697,Microbe,AM259268.1
SAL_21457,Bacillus coahuilensis,NA,5 edentulous infants (mean age = 4.6+-1.2 mo old) and their mothers or primary care givers (mean age = 30.8+-9.5 y old),Saliva was collected from infants by research staff. Adults were asked to expectorate into sterile cryogenic vials with the average of 8 h of no food consumption for adults and 45 min for infants,Pyrosequencing,Whole Saliva,Healthy,Healthy,NA,NA,NA,NA,Homo sapiens,21853142,2011,408580,Microbe,NZ_LDYG00000000.1
